SL No,SysObjectID,Brand,Model,Device Category,Unity Category
312,1.3.6.1.4.1.9.1.1279,CISCO,2504 WIRELESS CONTROLLER,wireless LAN controller (WLC),wireless LAN controller (WLC)
313,1.3.6.1.4.1.9.1.128,CISCO,775 ISDN ACCESS ROUTER,Router,Router
314,1.3.6.1.4.1.9.1.1280,CISCO,ISM AXP,Switch,Switch
315,1.3.6.1.4.1.9.1.1281,CISCO,SM AXP,Switch,Switch
316,1.3.6.1.4.1.9.1.1282,CISCO,AXP SM SRE900,Server,Server
317,1.3.6.1.4.1.9.1.1283,CISCO,AXP SM SRE700,Server,Server
318,1.3.6.1.4.1.9.1.1284,CISCO,AXP ISM SRE300,Server,Server
319,1.3.6.1.4.1.9.1.1285,CISCO,CDSA VSM,Not Found,Not Found
320,1.3.6.1.4.1.9.1.1286,CISCO,CATALYST 4507R+E,Switch,Switch
321,1.3.6.1.4.1.9.1.1287,CISCO,CATALYST 4510R+E,Switch,Switch
322,1.3.6.1.4.1.9.1.1288,CISCO,AXP NME302,Router,Router
323,1.3.6.1.4.1.9.1.1289,CISCO,AXP NME502,Router,Router
324,1.3.6.1.4.1.9.1.129,CISCO,776 ISDN ACCESS ROUTER,Router,Router
325,1.3.6.1.4.1.9.1.1290,CISCO,AXP NME522,Router,Router
326,1.3.6.1.4.1.9.1.1291,CISCO,ACE 20-K9,Load Balancer,Load Balancer
327,1.3.6.1.4.1.9.1.1292,CISCO,CATALYST 2360-48TD-S,Switch,Switch
328,1.3.6.1.4.1.9.1.1293,CISCO,WISM2,Not Found,Not Found
329,1.3.6.1.4.1.9.1.1294,CISCO,CDS CDE250,Not Found,Not Found
330,1.3.6.1.4.1.9.1.1295,CISCO,FLEX 7510,wireless LAN controller (WLC),wireless LAN controller (WLC)
331,1.3.6.1.4.1.9.1.1296,CISCO,ANM VIRTUAL APPLIANCE,Virtual Machine,Virtual Machine
332,1.3.6.1.4.1.9.1.1297,CISCO,ECDS3100,Not Found,Not Found
333,1.3.6.1.4.1.9.1.1298,CISCO,ECDS1100,Not Found,Not Found
334,1.3.6.1.4.1.9.1.1299,CISCO,881G2,Router,Router
335,1.3.6.1.4.1.9.1.13,CISCO,2500,Router,Router
336,1.3.6.1.4.1.9.1.130,CISCO,PRO 2502,Router,Router
337,1.3.6.1.4.1.9.1.1300,CISCO,CATALYST 3750-V 24,Switch,Switch
338,1.3.6.1.4.1.9.1.1301,CISCO,VWAAS,Virtual Machine,Virtual Machine
339,1.3.6.1.4.1.9.1.1302,CISCO,ASA 5585-X 10007,Firewall,Firewall
340,1.3.6.1.4.1.9.1.1303,CISCO,ASA 5585-X 20007,Firewall,Firewall
341,1.3.6.1.4.1.9.1.1304,CISCO,ASA 5585-X 40007,Firewall,Firewall
342,1.3.6.1.4.1.9.1.1305,CISCO,ASA 5585-X 80007,Firewall,Firewall
343,1.3.6.1.4.1.9.1.1306,CISCO,ASA 5585-X 10007,Firewall,Firewall
344,1.3.6.1.4.1.9.1.1307,CISCO,ASA 5585-X 20007,Firewall,Firewall
345,1.3.6.1.4.1.9.1.1308,CISCO,ASA 5585-X 40007,Firewall,Firewall
346,1.3.6.1.4.1.9.1.1309,CISCO,ASA 5585-X 60007,Firewall,Firewall
347,1.3.6.1.4.1.9.1.131,CISCO,PRO 2504,Router,Router
348,1.3.6.1.4.1.9.1.1310,CISCO,ASA 5585-X 10007,Firewall,Firewall
349,1.3.6.1.4.1.9.1.1311,CISCO,ASA 5585-X 20007,Firewall,Firewall
350,1.3.6.1.4.1.9.1.1312,CISCO,ASA 5585-X 40007,Firewall,Firewall
351,1.3.6.1.4.1.9.1.1313,CISCO,ASA 5585-X 60007,Firewall,Firewall
352,1.3.6.1.4.1.9.1.1314,CISCO,SRE SMNAM,Server,Server
353,1.3.6.1.4.1.9.1.1315,CISCO,CATALYST 2960C 8TC,Switch,Switch
354,1.3.6.1.4.1.9.1.1316,CISCO,CATALYST 2960C 8PC,Switch,Switch
355,1.3.6.1.4.1.9.1.1317,CISCO,CATALYST 3560C 8PC,Switch,Switch
356,1.3.6.1.4.1.9.1.1318,CISCO,CATALYST 3560C 8TC,Switch,Switch
357,1.3.6.1.4.1.9.1.1319,CISCO,IE 3010,Switch,Switch
358,1.3.6.1.4.1.9.1.132,CISCO,PRO 2506,Router,Router
359,1.3.6.1.4.1.9.1.1320,CISCO,IE 3010,Switch,Switch
360,1.3.6.1.4.1.9.1.1321,CISCO,RAIE1783 RMSB10T,Switch,Switch
361,1.3.6.1.4.1.9.1.1322,CISCO,RAIE1783 RMSB06T,Switch,Switch
362,1.3.6.1.4.1.9.1.1323,CISCO,ASA 5585-X IPS SECURITY SERVICES PROCESSOR 10…,Firewall,Firewall
363,1.3.6.1.4.1.9.1.1324,CISCO,ASA 5585-X IPS SECURITY SERVICES PROCESSOR-20…,Firewall,Firewall
364,1.3.6.1.4.1.9.1.1325,CISCO,ASA 5585-X IPS SECURITY SERVICES PROCESSOR-40…,Firewall,Firewall
365,1.3.6.1.4.1.9.1.1326,CISCO,ASA 5585-X IPS SECURITY SERVICES PROCESSOR-60…,Firewall,Firewall
366,1.3.6.1.4.1.9.1.1327,CISCO,CATALYST 4948E-F,Switch,Switch
367,1.3.6.1.4.1.9.1.1328,CISCO,CATALYST 2928-24TC-C,Switch,Switch
368,1.3.6.1.4.1.9.1.1329,CISCO,CATALYST 2928-48TC-C,Switch,Switch
369,1.3.6.1.4.1.9.1.133,CISCO,PRO 2508,Router,Router
370,1.3.6.1.4.1.9.1.1330,CISCO,CATALYST 2928-24LT-C,Switch,Switch
371,1.3.6.1.4.1.9.1.1331,CISCO,CRS-16SB,Router,Router
372,1.3.6.1.4.1.9.1.1332,CISCO,QUAD,Camera,Camera
373,1.3.6.1.4.1.9.1.1334,CISCO,ASA SM1 K7 SC,Firewall,Firewall
374,1.3.6.1.4.1.9.1.1335,CISCO,ASA SM1 K7 SY,Firewall,Firewall
375,1.3.6.1.4.1.9.1.1336,CISCO,ASA SM1K7,Firewall,Firewall
376,1.3.6.1.4.1.9.1.1337,CISCO,PWR CGR2010AC,PSU,PSU
377,1.3.6.1.4.1.9.1.1338,CISCO,PWR CGR2010DC,PSU,PSU
378,1.3.6.1.4.1.9.1.1339,CISCO,1861E UC,Router,Router
379,1.3.6.1.4.1.9.1.134,CISCO,PRO 2510,Router,Router
380,1.3.6.1.4.1.9.1.1340,CISCO,1861E UC,Router,Router
381,1.3.6.1.4.1.9.1.1341,CISCO,1861E SRST-F,Router,Router
382,1.3.6.1.4.1.9.1.1342,CISCO,1861E SRST-B,Router,Router
383,1.3.6.1.4.1.9.1.1343,CISCO,1861E SRST-CF,Router,Router
384,1.3.6.1.4.1.9.1.1344,CISCO,1861E SRST-CB,Router,Router
385,1.3.6.1.4.1.9.1.1346,CISCO,CONNECTED GRID 6-PORT ETHERNET SWITCH MODULE …,Switch,Switch
386,1.3.6.1.4.1.9.1.1347,CISCO,GRWIC-D-ES-2S-8PC,NIC,NIC
387,1.3.6.1.4.1.9.1.1348,CISCO,UC VIRTUAL MACHINE,Virtual Machine,Virtual Machine
388,1.3.6.1.4.1.9.1.1349,CISCO,WAVE-8541,Load Balancer,Load Balancer
389,1.3.6.1.4.1.9.1.135,CISCO,PRO 2512,Router,Router
390,1.3.6.1.4.1.9.1.1350,CISCO,WAVE-7571,Load Balancer,Load Balancer
391,1.3.6.1.4.1.9.1.1351,CISCO,WAVE-7541,Load Balancer,Load Balancer
392,1.3.6.1.4.1.9.1.1352,CISCO,WAVE-694,Load Balancer,Load Balancer
393,1.3.6.1.4.1.9.1.1353,CISCO,WAVE-594,Load Balancer,Load Balancer
394,1.3.6.1.4.1.9.1.1354,CISCO,WAVE-294,Load Balancer,Load Balancer
395,1.3.6.1.4.1.9.1.1355,CISCO,5915RC,Router,Router
396,1.3.6.1.4.1.9.1.1356,CISCO,5915RA,Router,Router
397,1.3.6.1.4.1.9.1.1358,CISCO,867VAEK9,Router,Router
398,1.3.6.1.4.1.9.1.1359,CISCO,866VAEK9,Router,Router
399,1.3.6.1.4.1.9.1.136,CISCO,PRO 2513,Router,Router
400,1.3.6.1.4.1.9.1.1360,CISCO,867VAE,Router,Router
401,1.3.6.1.4.1.9.1.1361,CISCO,866VAE,Router,Router
402,1.3.6.1.4.1.9.1.1363,CISCO,AP802 INTEGRATED ACCESS POINT,Wireless Access Point (WAP),Wireless Access Point (WAP)
403,1.3.6.1.4.1.9.1.1364,CISCO,CATALYST 2960C-8TC-S,Switch,Switch
404,1.3.6.1.4.1.9.1.1365,CISCO,CATALYST 2960C-8TC-L,Switch,Switch
405,1.3.6.1.4.1.9.1.1366,CISCO,CATALYST 2960C-8PC-L,Switch,Switch
406,1.3.6.1.4.1.9.1.1367,CISCO,CATALYST 2960C-12PC-L,Switch,Switch
407,1.3.6.1.4.1.9.1.1368,CISCO,CATALYST 3560CPD-8PT-S,Switch,Switch
408,1.3.6.1.4.1.9.1.1369,CISCO,1841VE,Router,Router
409,1.3.6.1.4.1.9.1.137,CISCO,PRO 2515,Router,Router
410,1.3.6.1.4.1.9.1.1370,CISCO,2811VE,Router,Router
411,1.3.6.1.4.1.9.1.1371,CISCO,881W-A-K9,Router,Router
412,1.3.6.1.4.1.9.1.1372,CISCO,881WEK9,Router,Router
413,1.3.6.1.4.1.9.1.1373,CISCO,881WPK9,Router,Router
414,1.3.6.1.4.1.9.1.1374,CISCO,886VAWEK9,Router,Router
415,1.3.6.1.4.1.9.1.1375,CISCO,887VAMWEK9,Router,Router
416,1.3.6.1.4.1.9.1.1376,CISCO,887VAWAK9,Router,Router
417,1.3.6.1.4.1.9.1.1377,CISCO,887VAWEK9,Router,Router
418,1.3.6.1.4.1.9.1.1378,CISCO,819GU,Router,Router
419,1.3.6.1.4.1.9.1.1379,CISCO,819GS,Router,Router
420,1.3.6.1.4.1.9.1.138,CISCO,PRO 2517,Router,Router
421,1.3.6.1.4.1.9.1.1380,CISCO,819GV,Router,Router
422,1.3.6.1.4.1.9.1.1381,CISCO,819GB,Router,Router
423,1.3.6.1.4.1.9.1.1382,CISCO,819G7A,Router,Router
424,1.3.6.1.4.1.9.1.1383,CISCO,819G7,Router,Router
425,1.3.6.1.4.1.9.1.1384,CISCO,819HGU,Router,Router
426,1.3.6.1.4.1.9.1.1385,CISCO,819HGS,Router,Router
427,1.3.6.1.4.1.9.1.1386,CISCO,819HGV,Router,Router
428,1.3.6.1.4.1.9.1.1387,CISCO,819HGB,Router,Router
429,1.3.6.1.4.1.9.1.1388,CISCO,819HG7A,Router,Router
430,1.3.6.1.4.1.9.1.1389,CISCO,819HG+7-K9,Router,Router
431,1.3.6.1.4.1.9.1.139,CISCO,PRO 2518,Router,Router
432,1.3.6.1.4.1.9.1.1390,CISCO,886VAG7K9,Router,Router
433,1.3.6.1.4.1.9.1.1391,CISCO,887VAGSK9,Router,Router
434,1.3.6.1.4.1.9.1.1392,CISCO,C887VAG+7-K9,Router,Router
435,1.3.6.1.4.1.9.1.1393,CISCO,887VAMG7K9,Router,Router
436,1.3.6.1.4.1.9.1.1394,CISCO,888EG7K9,Router,Router
437,1.3.6.1.4.1.9.1.1395,CISCO,881GUK9,Router,Router
438,1.3.6.1.4.1.9.1.1396,CISCO,881GSK9,Router,Router
439,1.3.6.1.4.1.9.1.1397,CISCO,881GVK9,Router,Router
440,1.3.6.1.4.1.9.1.1398,CISCO,881GBK9,Router,Router
441,1.3.6.1.4.1.9.1.1399,CISCO,881G7K9,Router,Router
442,1.3.6.1.4.1.9.1.14,CISCO,4500,Switch,Switch
443,1.3.6.1.4.1.9.1.140,CISCO,PRO 2523,Router,Router
444,1.3.6.1.4.1.9.1.1400,CISCO,881G7AK9,Router,Router
445,1.3.6.1.4.1.9.1.1404,CISCO,CAT 3750,Switch,Switch
446,1.3.6.1.4.1.9.1.1405,CISCO,CAT 3750,Switch,Switch
447,1.3.6.1.4.1.9.1.1406,CISCO,NME,Router,Router
448,1.3.6.1.4.1.9.1.1407,CISCO,ASA 5512-X,Firewall,Firewall
449,1.3.6.1.4.1.9.1.1408,CISCO,ASA 5525-X,Firewall,Firewall
450,1.3.6.1.4.1.9.1.1409,CISCO,ASA 5545,Firewall,Firewall
451,1.3.6.1.4.1.9.1.141,CISCO,PRO 2525,Router,Router
452,1.3.6.1.4.1.9.1.1410,CISCO,ASA 5555-X,Firewall,Firewall
453,1.3.6.1.4.1.9.1.1411,CISCO,ASA 5512SC,Firewall,Firewall
454,1.3.6.1.4.1.9.1.1412,CISCO,ASA 5525-X,Firewall,Firewall
455,1.3.6.1.4.1.9.1.1413,CISCO,ASA 5545 SECURITY CONTEXT,Firewall,Firewall
456,1.3.6.1.4.1.9.1.1414,CISCO,ASA 5555-X,Firewall,Firewall
457,1.3.6.1.4.1.9.1.1415,CISCO,ASA 5512SY,Firewall,Firewall
458,1.3.6.1.4.1.9.1.1416,CISCO,ASA 5515SY,Firewall,Firewall
459,1.3.6.1.4.1.9.1.1417,CISCO,ASA 5525SY,Firewall,Firewall
460,1.3.6.1.4.1.9.1.1418,CISCO,ASA 5545SY,Firewall,Firewall
461,1.3.6.1.4.1.9.1.1419,CISCO,ASA 5555SY,Firewall,Firewall
462,1.3.6.1.4.1.9.1.142,CISCO,PRO 4700,Firewall,Firewall
463,1.3.6.1.4.1.9.1.1420,CISCO,ASA 5515-X,Firewall,Firewall
464,1.3.6.1.4.1.9.1.1421,CISCO,ASA 5515,Firewall,Firewall
465,1.3.6.1.4.1.9.1.1422,CISCO,PRIME COLLABORATION MANAGER,Not Found,Not Found
466,1.3.6.1.4.1.9.1.1423,CISCO,IDENTITY SERVICES ENGINE (ISE-3315-K9),ISE,ISE
467,1.3.6.1.4.1.9.1.1424,CISCO,ISE3395,ISE,ISE
468,1.3.6.1.4.1.9.1.1425,CISCO,ISE3355,ISE,ISE
469,1.3.6.1.4.1.9.1.1426,CISCO,IDENTITY SERVICES ENGINE (ISE-VM-K9),ISE,ISE
470,1.3.6.1.4.1.9.1.143,CISCO,PROCPA771,Router,Router
471,1.3.6.1.4.1.9.1.1432,CISCO,ECDSVB,Not Found,Not Found
472,1.3.6.1.4.1.9.1.1437,CISCO,ASA 5585 SSP IPS10 VIRTUAL,Firewall,Firewall
473,1.3.6.1.4.1.9.1.1438,CISCO,ASA 5585 SSP IPS20 VIRTUAL,Firewall,Firewall
474,1.3.6.1.4.1.9.1.1439,CISCO,ASA 5585 SSP IPS40 VIRTUAL,Firewall,Firewall
475,1.3.6.1.4.1.9.1.144,CISCO,PROCPA772,Router,Router
476,1.3.6.1.4.1.9.1.1440,CISCO,ASA 5585 SSP IPS60 VIRTUAL,Firewall,Firewall
477,1.3.6.1.4.1.9.1.1441,CISCO,ASR903,Router,Router
478,1.3.6.1.4.1.9.1.1442,CISCO,ASA 5512 K7,Firewall,Firewall
479,1.3.6.1.4.1.9.1.1443,CISCO,ASA 5515 K7,Firewall,Firewall
480,1.3.6.1.4.1.9.1.1444,CISCO,ASA 5525 K7,Firewall,Firewall
481,1.3.6.1.4.1.9.1.1445,CISCO,ASA 5545,Firewall,Firewall
482,1.3.6.1.4.1.9.1.1446,CISCO,ASA 5555 K7,Firewall,Firewall
483,1.3.6.1.4.1.9.1.1447,CISCO,ASA 5512 K7 SC,Firewall,Firewall
484,1.3.6.1.4.1.9.1.1448,CISCO,ASA 5515 K7 SC,Firewall,Firewall
485,1.3.6.1.4.1.9.1.1449,CISCO,ASA 5525 K7 SC,Firewall,Firewall
486,1.3.6.1.4.1.9.1.145,CISCO,PROCPA775,Router,Router
487,1.3.6.1.4.1.9.1.1450,CISCO,ASA 5545,Firewall,Firewall
488,1.3.6.1.4.1.9.1.1451,CISCO,ASA 5555 K7 SC,Firewall,Firewall
489,1.3.6.1.4.1.9.1.1452,CISCO,ASA 5512 K7 SY,Firewall,Firewall
490,1.3.6.1.4.1.9.1.1453,CISCO,ASA 5515 K7 SY,Firewall,Firewall
491,1.3.6.1.4.1.9.1.1454,CISCO,ASA 5525 K7 SY,Firewall,Firewall
492,1.3.6.1.4.1.9.1.1455,CISCO,ASA 5545 K7 SY,Firewall,Firewall
493,1.3.6.1.4.1.9.1.1456,CISCO,ASA 5555 K7 SY,Firewall,Firewall
494,1.3.6.1.4.1.9.1.1457,CISCO,ASR 5500,Router,Router
495,1.3.6.1.4.1.9.1.1462,CISCO,XFP10GER,Router,Router
496,1.3.6.1.4.1.9.1.1463,CISCO,XFP10GLR,Router,Router
497,1.3.6.1.4.1.9.1.1464,CISCO,XFP10GZR,Router,Router
498,1.3.6.1.4.1.9.1.1465,CISCO,CATALYST 3560C-12PC-S,Switch,Switch
499,1.3.6.1.4.1.9.1.1466,CISCO,CATALYST 3560C-8PC-S,Switch,Switch
500,1.3.6.1.4.1.9.1.1467,CISCO,CRSFABBP,Not Found,Not Found
501,1.3.6.1.4.1.9.1.1468,CISCO,IE-2000-4TS-L,Switch,Switch
502,1.3.6.1.4.1.9.1.1469,CISCO,IE2000 4T,Switch,Switch
503,1.3.6.1.4.1.9.1.147,CISCO,PRO316T,Router,Router
504,1.3.6.1.4.1.9.1.1470,CISCO,IE-2000-4TS-G,Switch,Switch
505,1.3.6.1.4.1.9.1.1471,CISCO,IE2000 4TG,Switch,Switch
506,1.3.6.1.4.1.9.1.1472,CISCO,IE-2000-8TC-L,Switch,Switch
507,1.3.6.1.4.1.9.1.1473,CISCO,IE-2000-8TC-G-L,Switch,Switch
508,1.3.6.1.4.1.9.1.1474,CISCO,IE-2000-16TC,Switch,Switch
509,1.3.6.1.4.1.9.1.1475,CISCO,IE-2000-16TC-G,Switch,Switch
510,1.3.6.1.4.1.9.1.1476,CISCO,ROCKWELL STRATIX MS06S,Switch,Switch
511,1.3.6.1.4.1.9.1.1477,CISCO,ROCKWELL STRATIX BMS06T,Switch,Switch
512,1.3.6.1.4.1.9.1.1479,CISCO,ROCKWELL STRATIX BMS06SG,Switch,Switch
513,1.3.6.1.4.1.9.1.148,CISCO,PRO316C,Router,Router
514,1.3.6.1.4.1.9.1.1480,CISCO,ROCKWELL IA BASE INDUSTRIAL ETHERNET 2000 ,Switch,Switch
515,1.3.6.1.4.1.9.1.1481,CISCO,ROCKWELL STRATIX BMS06TG,Switch,Switch
516,1.3.6.1.4.1.9.1.1483,CISCO,ROCKWELL STRATIX BMS10C,Switch,Switch
517,1.3.6.1.4.1.9.1.1485,CISCO,ROCKWELL STRATIX BMS10CG,Switch,Switch
518,1.3.6.1.4.1.9.1.1487,CISCO,ROCKWELL STRATIX BMS10CGP,Switch,Switch
519,1.3.6.1.4.1.9.1.1488,CISCO,ROCKWELL STRATIX BMS10CGN,Switch,Switch
520,1.3.6.1.4.1.9.1.1489,CISCO,ROCKWELL STRATIX BMS20C,Switch,Switch
521,1.3.6.1.4.1.9.1.149,CISCO,PRO3116,Router,Router
522,1.3.6.1.4.1.9.1.1491,CISCO,ROCKWELL STRATIX BMS20CGL,Switch,Switch
523,1.3.6.1.4.1.9.1.1492,CISCO,ROCKWELL STRATIX BMS20CGP,Switch,Switch
524,1.3.6.1.4.1.9.1.1493,CISCO,ROCKWELL STRATIX BMS20CGPK,Switch,Switch
525,1.3.6.1.4.1.9.1.1494,CISCO,819HG-4G-G,Router,Router
526,1.3.6.1.4.1.9.1.1495,CISCO,819G-4G-A-K9,Router,Router
527,1.3.6.1.4.1.9.1.1496,CISCO,819G-4G-V-K9,Router,Router
528,1.3.6.1.4.1.9.1.1497,CISCO,ASR9000LC,Router,Router
529,1.3.6.1.4.1.9.1.1498,CISCO,ASR9000LC,Router,Router
530,1.3.6.1.4.1.9.1.1499,CISCO,ASR9000LC,Router,Router
531,1.3.6.1.4.1.9.1.15,CISCO,2102,Router,Router
532,1.3.6.1.4.1.9.1.150,CISCO,CAT116T,Switch,Switch
533,1.3.6.1.4.1.9.1.1500,CISCO,ASR9000LC,Router,Router
534,1.3.6.1.4.1.9.1.1501,CISCO,ASR9000LC,Router,Router
535,1.3.6.1.4.1.9.1.1502,CISCO,ASR9000PA,Router,Router
536,1.3.6.1.4.1.9.1.1503,CISCO,ASR9000PA,Router,Router
537,1.3.6.1.4.1.9.1.1504,CISCO,ASR9000PA,Router,Router
538,1.3.6.1.4.1.9.1.1505,CISCO,ASR9000PA,Router,Router
539,1.3.6.1.4.1.9.1.1506,CISCO,ASR9000PA,Router,Router
540,1.3.6.1.4.1.9.1.151,CISCO,CAT116C,Switch,Switch
541,1.3.6.1.4.1.9.1.1512,CISCO,CIMC,Server,Server
542,1.3.6.1.4.1.9.1.1513,CISCO,CIMC,Server,Server
543,1.3.6.1.4.1.9.1.1514,CISCO,C250 UCS,Server,Server
544,1.3.6.1.4.1.9.1.1515,CISCO,C260 UCS,Server,Server
545,1.3.6.1.4.1.9.1.1516,CISCO,C460 UCS,Server,Server
546,1.3.6.1.4.1.9.1.1519,CISCO,ROCKWELL STRATIX MS06SA,Switch,Switch
547,1.3.6.1.4.1.9.1.152,CISCO,CAT1116,Switch,Switch
548,1.3.6.1.4.1.9.1.1520,CISCO,IE-2000-16TC-GX,Switch,Switch
549,1.3.6.1.4.1.9.1.1521,CISCO,ASR 901,Router,Router
550,1.3.6.1.4.1.9.1.1522,CISCO,ASR 901,Router,Router
551,1.3.6.1.4.1.9.1.1523,CISCO,SRE 910 SM,Server,Server
552,1.3.6.1.4.1.9.1.1524,CISCO,SRE 710 SM,Server,Server
553,1.3.6.1.4.1.9.1.1525,CISCO,ASR 1002-X,Router,Router
554,1.3.6.1.4.1.9.1.1526,CISCO,CONNECTED GRID ROUTER 2010/K9 CHINA SKU WITH …,Router,Router
555,1.3.6.1.4.1.9.1.1527,CISCO,NAM 2304,Switch,Switch
556,1.3.6.1.4.1.9.1.1528,CISCO,PRIME NAM 2320 APPLIANCE,Switch,Switch
557,1.3.6.1.4.1.9.1.1529,CISCO,NAM 3,Switch,Switch
558,1.3.6.1.4.1.9.1.153,CISCO,AS2509,Server,Server
559,1.3.6.1.4.1.9.1.1530,CISCO,819HG-4G-A-K9,Router,Router
560,1.3.6.1.4.1.9.1.1531,CISCO,819 HARDENED ISR,Router,Router
561,1.3.6.1.4.1.9.1.1537,CISCO,CSR 1000V,Router,Router
562,1.3.6.1.4.1.9.1.1538,CISCO,ASR 5000,Router,Router
563,1.3.6.1.4.1.9.1.1539,CISCO,FLOWAGENT3000,Not Found,Not Found
564,1.3.6.1.4.1.9.1.154,CISCO,AS2511,Server,Server
565,1.3.6.1.4.1.9.1.1540,CISCO,TELEPRESENCE MCU 5310,MCU,MCU
566,1.3.6.1.4.1.9.1.1541,CISCO,TELEPRESENCE MCU 5320,MCU,MCU
567,1.3.6.1.4.1.9.1.1542,CISCO,888EA ISR,Router,Router
568,1.3.6.1.4.1.9.1.1557,CISCO,VG350,Voice Gateway,Voice Gateway
569,1.3.6.1.4.1.9.1.1558,CISCO,1120 CONNECTED GRID ROUTER,Router,Router
570,1.3.6.1.4.1.9.1.1559,CISCO,1240 CONNECTED GRID ROUTER,Router,Router
571,1.3.6.1.4.1.9.1.1560,CISCO,881GW-7-A-K9,Router,Router
572,1.3.6.1.4.1.9.1.1561,CISCO,881GW-7-E-K9,Router,Router
573,1.3.6.1.4.1.9.1.1562,CISCO,881GW-S-A-K9,Router,Router
574,1.3.6.1.4.1.9.1.1563,CISCO,881GW-V-A-K9,Router,Router
575,1.3.6.1.4.1.9.1.1564,CISCO,887VAGW-7-A-K9,Router,Router
576,1.3.6.1.4.1.9.1.1565,CISCO,887VAGW-7-E-K9,Router,Router
577,1.3.6.1.4.1.9.1.1566,CISCO,881WD-A-K9,Router,Router
578,1.3.6.1.4.1.9.1.1567,CISCO,881WD-E-K9,Router,Router
579,1.3.6.1.4.1.9.1.1568,CISCO,887VA-WD-A-K9,Router,Router
580,1.3.6.1.4.1.9.1.1569,CISCO,887VA-WD-E-K9,Router,Router
581,1.3.6.1.4.1.9.1.157,CISCO,MC3810-V,Router,Router
582,1.3.6.1.4.1.9.1.1570,CISCO,819 HARDENED 3G WITH DUAL RADIO 802.11N WIFI …,Not Found,Not Found
583,1.3.6.1.4.1.9.1.1575,CISCO,819HK9,Router,Router
584,1.3.6.1.4.1.9.1.1576,CISCO,819 HARDENED DUAL RADIO 802.11N WIFI INTEGRAT…,Not Found,Not Found
585,1.3.6.1.4.1.9.1.1578,CISCO,ISR 812G7K9,Router,Router
586,1.3.6.1.4.1.9.1.1579,CISCO,ISR 812GCIFI7EK9,Router,Router
587,1.3.6.1.4.1.9.1.1580,CISCO,ISR 812GCIFI7NK9,Router,Router
588,1.3.6.1.4.1.9.1.1581,CISCO,ISR 812GCIFIVAK9,Router,Router
589,1.3.6.1.4.1.9.1.1582,CISCO,ISR 812GCIFISAK9,Router,Router
590,1.3.6.1.4.1.9.1.1595,CISCO,CDE-205-2S6,Not Found,Not Found
591,1.3.6.1.4.1.9.1.16,CISCO,2202,Modem,Modem
592,1.3.6.1.4.1.9.1.160,CISCO,1503,Modem,Modem
593,1.3.6.1.4.1.9.1.1600,CISCO,881V,Router,Router
594,1.3.6.1.4.1.9.1.1601,CISCO,887VA-V,Router,Router
595,1.3.6.1.4.1.9.1.1602,CISCO,887VA-VW,Router,Router
596,1.3.6.1.4.1.9.1.1604,CISCO,5921 EMBEDDED SERVICES ROUTER,Router,Router
597,1.3.6.1.4.1.9.1.1605,CISCO,CATALYST 4500X-16,Switch,Switch
598,1.3.6.1.4.1.9.1.1606,CISCO,CATALYST 4500X-32 SFP+,Switch,Switch
599,1.3.6.1.4.1.9.1.1609,CISCO,5930 EMBEDDED SERVICES ROUTER,Router,Router
600,1.3.6.1.4.1.9.1.161,CISCO,1502,Modem,Modem
601,1.3.6.1.4.1.9.1.1610,CISCO,ASA 5585 NM20X1GE,Firewall,Firewall
602,1.3.6.1.4.1.9.1.1611,CISCO,CDS-CDE-GENERIC,Server,Server
603,1.3.6.1.4.1.9.1.1615,CISCO,8500 WIRELESS CONTROLLER,Virtual Machine,Virtual Machine
604,1.3.6.1.4.1.9.1.1616,CISCO,ME 3600X-24CX-M,Switch,Switch
605,1.3.6.1.4.1.9.1.1617,CISCO,ASA 5585 NM8X10GE,Firewall,Firewall
606,1.3.6.1.4.1.9.1.1618,CISCO,ASA 5585 NM4X10GE,Firewall,Firewall
607,1.3.6.1.4.1.9.1.1619,CISCO,ISR 4400,Router,Router
608,1.3.6.1.4.1.9.1.162,CISCO,AS5300,Server,Server
609,1.3.6.1.4.1.9.1.1620,CISCO,C892FSP ISR,Router,Router
610,1.3.6.1.4.1.9.1.1621,CISCO,C898EA,Router,Router
611,1.3.6.1.4.1.9.1.1622,CISCO,897VA-M-K9,Router,Router
612,1.3.6.1.4.1.9.1.1623,CISCO,C897VAM-W-E-K9 ROUTER WITH 1 GIGA ETHERNET WA…,Router,Router
613,1.3.6.1.4.1.9.1.1624,CISCO,C897VAW-E-K9,Router,Router
614,1.3.6.1.4.1.9.1.1625,CISCO,897VAW-A-K9,Router,Router
615,1.3.6.1.4.1.9.1.1626,CISCO,897VA-K9,Router,Router
616,1.3.6.1.4.1.9.1.1627,CISCO,C896VA INTEGRATED SERVICES ROUTER,Router,Router
617,1.3.6.1.4.1.9.1.1631,CISCO,VIRTUAL WIRELESS CONTROLLER,Virtual Machine,Virtual Machine
618,1.3.6.1.4.1.9.1.1638,CISCO,UCS-E140S-M1E,Server,Server
619,1.3.6.1.4.1.9.1.1639,CISCO,ASR 9001,Router,Router
620,1.3.6.1.4.1.9.1.164,CISCO,LS1015,Switch,Switch
621,1.3.6.1.4.1.9.1.1640,CISCO,ASR 9922,Router,Router
622,1.3.6.1.4.1.9.1.1641,CISCO,CATALYST 3850-48P,Switch,Switch
